staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,titl,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.016201666003325954,,0.008144583000103012,0.016201666003325954,0.5001711660006549,0.5001711660006549,0.508717707998585,0.7987978330056649,2.1114247910009,right,10.0,,,,,,,,
