staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,titl,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.019536250008968636,,0.013909166998928413,0.019536250008968636,0.6486743340065004,0.6486743340065004,0.6533219999982975,0.944574167006067,2.951740750009776,left,-10.0,,,,,,,,
