staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,titl,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
29,0.5,20.0,51.848655916997814,,51.84269766700163,51.848655916997814,52.34158929200203,52.34158929200203,52.3455159169971,52.62869770800171,52.82901962500182,right,20.0,0,0,0.48515583299740683,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
30,0.5,20.0,52.8417213329958,,52.829114583000774,52.8417213329958,53.32505670799583,53.32505670799583,53.32917566699325,,53.37697445799131,right,20.0,1,1,0.04695720899326261,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
31,0.5,20.0,53.38390216699918,,53.37714724999387,53.38390216699918,53.8750443750032,53.8750443750032,53.878657458000816,54.16224583299481,54.76552737499878,right,20.0,1,1,0.8850307919929037,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
32,0.5,20.0,54.77485258299566,,54.765690457992605,54.77485258299566,55.26217587500287,55.26217587500287,55.26217587500287,,55.31267758300237,right,20.0,0,0,0.049102916003903374,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
33,0.5,20.0,55.32502916699741,,55.31277891699574,55.32502916699741,55.808331583000836,55.808331583000836,55.81239220799762,56.095308207994094,56.830209749998176,left,-20.0,0,0,1.0188524999975925,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
34,0.5,20.0,56.841627041998436,,56.83031525000115,56.841627041998436,57.32506899999862,57.32506899999862,57.3297596249904,57.61234195799625,58.44387137499871,right,20.0,0,0,1.1073081670037936,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
35,0.5,20.0,58.45319458299491,,58.444073958002264,58.45319458299491,58.94192516698968,58.94192516698968,58.94622183300089,,59.060201707994565,right,20.0,1,1,0.1140516660088906,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
36,0.5,20.0,59.067096749990014,,59.060324124991894,59.067096749990014,59.55825633299537,59.55825633299537,59.5618442499981,59.844952582992846,59.960489207995124,left,-20.0,0,0,0.39365754200844094,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
37,0.5,20.0,59.96960562499589,,59.96069987499504,59.96960562499589,60.458613041992066,60.458613041992066,60.46311670799332,60.744590832997346,61.56464483299351,left,-20.0,0,0,1.1026929170038784,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
38,0.5,20.0,61.57412233299692,,61.56482120799774,61.57412233299692,62.05835541700071,62.05835541700071,62.06190266700287,62.34578495800088,62.561195000002044,left,-20.0,1,1,0.4985657090001041,428277,001,2024-09-06_11h52.35.143,adaptive staircase 1,2024.1.5,None,2024-09-06 11h52.38.268443 +0530,
