Condition,DigitStim,ToneType,ToneProb,CorrectResponse,Condition_type,Digit_Stim,Tone_Type,Tone_Prob,Freq,Correct_Response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,focused.started,number_display.started,fixation.started,number_display.stopped,fixation.stopped,textbox.started,recall_response.started,text.started,mouse.started,focused.stopped,recall_response.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,break_2.started,image.started,image.stopped,break_2.stopped,divided.started,number_display_2.started,standard_2.started,deviant_2.started,number_display_2.stopped,standard_2.stopped,textbox_2.started,recall_response_2.started,text_2.started,mouse_2.started,divided.stopped,recall_response_2.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,age,gender,date,expName,psychopyVersion,frameRate,expStart,
Focused,9813,None,None,9813,,,,,,,0,0,0,0,,,,,0.0362580410001101,,0.025493332999758422,0.0362580410001101,0.9880750409938628,1.0330601249952451,1.4830698329969891,2.9955849580001086,2.9955849580001086,2.9955849580001086,3.00427995800419,5.644812915998045,,[-0.125],[-0.31333333333333335],[1],[0],[0],[2.640023583000584],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,3637,None,None,3637,,,,,,,0,1,1,1,,,,,5.652225290999922,,5.645535874995403,5.652225290999922,6.638102416000038,6.649743124995439,7.133096499994281,8.641246207997028,8.641246207997028,8.641246207997028,3.005508791000466,12.302363415998116,3637,[-0.125],[-0.31333333333333335],[1],[0],[0],[3.651230542003759],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,9138,None,None,9138,,,,,,,0,2,2,2,,,,,12.307809665995592,,12.302827166000498,12.307809665995592,13.299822207998659,13.303891582996584,13.788211415994738,15.299782750000304,15.299782750000304,15.299782750000304,3.006218708003871,22.019100833000266,9138,[-0.12166666666666667],[-0.285],[1],[0],[0],[6.709944415997597],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,6764,None,None,6764,,,,,,,0,3,3,3,,,,,22.025120624995907,,22.019539082997653,22.025120624995907,23.016694915997505,23.022825041000033,23.503699749999214,25.01643304099707,25.01643304099707,25.01643304099707,3.006114667005022,28.585047207998286,6764,[-0.12166666666666667],[-0.285],[1],[0],[0],[3.5592542919985135],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,1269,None,None,1269,,,,,,,0,4,4,4,,,,,28.59090995799488,,28.585482249996858,28.59090995799488,29.583188374999736,29.587692999994033,30.07251258299948,31.58319370800018,31.58319370800018,31.58319370800018,2.9992277920027846,35.669462290999945,1269,[-0.12166666666666667],[-0.285],[1],[0],[0],[4.08462999999756],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,5572,None,None,5572,,,,,,,0,5,5,5,,,,,35.67633133299387,,35.670218415994896,35.67633133299387,36.666426915995544,36.67055024999718,37.15365195799677,38.66655258299579,38.66655258299579,38.66655258299579,3.0053149169980315,42.75243608299934,5572,[-0.12166666666666667],[-0.285],[1],[0],[0],[4.0768116250037565],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,8827,None,None,8827,,,,,,,0,6,6,6,,,,,42.757748207994155,,42.75282774999505,42.757748207994155,43.74980508299632,43.754025707996334,44.23707137499878,45.74973266599409,45.74973266599409,45.74973266599409,3.005910625004617,49.13569529099914,8827,[-0.12166666666666667],[-0.285],[1],[0],[0],[3.37679804200161],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,8459,None,None,8459,,,,,,,0,7,7,7,,,,,49.14099216599425,,49.13610666599561,49.14099216599425,50.13303158299823,50.137015290994896,50.620174374998896,52.1329832909978,52.1329832909978,52.1329832909978,3.005962458002614,55.72091845799878,8459,[-0.12166666666666667],[-0.285],[1],[0],[0],[3.578517207999539],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,7940,None,None,7940,,,,,,,0,8,8,8,,,,,55.730535750000854,,55.72190070799843,55.730535750000854,56.72150870799669,56.72150870799669,57.21656591599458,58.72209183299856,58.72209183299856,58.72209183299856,3.0022250420006458,63.159569707997434,7940,[-0.12166666666666667],[-0.285],[1],[0],[0],[4.435334000001603],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,5068,None,None,5068,,,,,,,0,9,9,9,,,,,63.16621462499461,,63.16032249999989,63.16621462499461,64.153914040995,64.153914040995,64.64974558299582,66.1604548749965,66.1604548749965,66.1604548749965,3.001692500001809,69.93511679099902,5068,[-0.12166666666666667],[-0.285],[1],[0],[0],[3.77298441700259],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,4426,None,None,4426,,,,,,,0,10,10,10,,,,,69.9405264579982,,69.93552808299864,69.9405264579982,70.93325858299795,70.93758600000001,71.422691957996,72.9332143749998,72.9332143749998,72.9332143749998,2.999259541997162,76.16823216599732,4426,[-0.12166666666666667],[-0.285],[1],[0],[0],[3.2333014169998933],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,2015,None,None,2015,,,,,,,0,11,11,11,,,,,76.17354358299781,,76.16863570799615,76.17354358299781,77.16657958299766,77.16657958299766,77.6535151249991,79.16663004099973,79.16663004099973,79.16663004099973,2.9994774580045487,83.28483195800072,2015,[-0.12166666666666667],[-0.285],[1],[0],[0],[4.116520083996875],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,2070,None,None,2070,,,,,,,0,12,12,12,,,,,83.29135074999795,,83.28553524999734,83.29135074999795,84.28307537499495,84.28725883299921,84.77101337500062,86.28311141599988,86.28311141599988,86.28311141599988,2.9991257499932544,89.30896087499423,2070,[-0.12166666666666667],[-0.285],[1],[0],[0],[3.024187584000174],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,8428,None,None,8428,,,,,,,0,13,13,13,,,,,89.31639841599826,,89.30939841600048,89.31639841599826,90.30403079099779,90.30403079099779,90.79997116599407,92.31465204100095,92.31465204100095,92.31465204100095,3.0067239580021123,96.46835358299722,8428,[-0.12166666666666667],[-0.285],[1],[0],[0],[4.1520154169993475],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,5552,None,None,5552,,,,,,,0,14,14,14,,,,,96.47386433299835,,96.46879483299563,96.47386433299835,97.466469125,97.47063499999786,97.95437904099526,99.46634087499842,99.46634087499842,99.46634087499842,2.999060249996546,102.05202887499763,5552,[-0.12166666666666667],[-0.285],[1],[0],[0],[2.5840465410001343],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,9498,None,None,9498,,,,,,,0,15,15,15,,,,,102.05746749999525,,102.05240237499675,102.05746749999525,103.04970899999898,103.05387712499942,103.53690016600012,105.04972304099647,105.04972304099647,105.04972304099647,3.0066366250030114,108.45170212499943,9498,[-0.12166666666666667],[-0.285],[1],[0],[0],[3.392440625000745],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
Focused,6767,None,None,6767,,,,,,,0,16,16,16,,,,,108.45731295799487,,108.45213616600086,108.45731295799487,109.44972120799503,109.45394795799803,109.93685499999992,111.44968729099492,111.44968729099492,111.44968729099492,2.9990688329999102,114.66873354099516,6767,[-0.12166666666666667],[-0.285],[1],[0],[0],[3.217407292002463],['text'],,,,,,,,,,,,,,,,,,,,,,,,02,27,FEMALE,2024-11-28_15h57.26.732,attention,2024.1.5,None,2024-11-28 15h57.41.160776 +0530,
