Condition,DigitStim,ToneType,ToneProb,CorrectResponse,Condition_type,Digit_Stim,Tone_Type,Tone_Prob,Freq,Correct_Response,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,thisRow.t,notes,focused.started,number_display.started,fixation.started,number_display.stopped,fixation.stopped,textbox.started,recall_response.started,text.started,mouse.started,focused.stopped,recall_response.text,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,break_2.started,image.started,image.stopped,break_2.stopped,divided.started,number_display_2.started,standard_2.started,deviant_2.started,number_display_2.stopped,standard_2.stopped,textbox_2.started,recall_response_2.started,text_2.started,mouse_2.started,divided.stopped,recall_response_2.text,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,mouse_2.clicked_name,participant,age,gender,date,expName,psychopyVersion,frameRate,expStart,
,,,,,Divided,2759,standard,0.9,800,2759,,,,,0,0,0,0,196.66209962499852,,,,,,,,,,,,,,,,,,,,,,,,196.63969237499987,196.66209962499852,197.647650041665,197.647650041665,197.66011629199784,200.6461770829992,200.6461770829992,200.6461770829992,200.6461770829992,4.000186333003512,204.84556633300235,2759,[0.03333333333333333],[-0.31],[1],[0],[0],[4.1975734580046264],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,2860,standard,0.9,800,2860,,,,,0,1,1,1,204.87328454200178,,,,,,,,,,,,,,,,,,,,,,,,204.84700083299686,204.87328454200178,205.84851316666416,205.84851316666416,205.8640645830019,208.8437977499998,208.8437977499998,208.8437977499998,208.8437977499998,4.004881041997578,212.78649587499967,2860,[0.03333333333333333],[-0.31],[1],[0],[0],[3.934558291002759],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,9901,standard,0.9,800,9901,,,,,0,2,2,2,212.81018233299983,,,,,,,,,,,,,,,,,,,,,,,,212.787285624996,212.81018233299983,213.79347304166393,213.79347304166393,213.7988210830008,216.79127295799844,216.79127295799844,216.79127295799844,216.79127295799844,4.005622790995403,219.35255854199931,9901,[0.03333333333333333],[-0.31],[1],[0],[0],[2.559540875001403],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,4258,standard,0.9,800,4258,,,,,0,3,3,3,219.37003445799928,,,,,,,,,,,,,,,,,,,,,,,,219.35296329199628,219.37003445799928,220.3601294586663,220.3601294586663,220.36388516699662,223.35690616699867,223.35690616699867,223.35690616699867,223.35690616699867,4.005472249999002,226.71267733300192,4258,[0.03333333333333333],[-0.31],[1],[0],[0],[3.3540895830010413],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,2152,standard,0.9,800,2152,,,,,0,4,4,4,226.7244437499976,,,,,,,,,,,,,,,,,,,,,,,,226.7131071249969,226.7244437499976,227.71417666666483,227.71417666666483,227.7141088329954,230.72684062500048,230.72684062500048,230.72684062500048,230.72684062500048,4.015237082996464,233.32882429199526,2152,[0.03333333333333333],[-0.31],[1],[0],[0],[2.600283457999467],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,8028,standard,0.9,800,8028,,,,,0,5,5,5,233.33886083299876,,,,,,,,,,,,,,,,,,,,,,,,233.32925537499978,233.33886083299876,234.33085299966868,234.33085299966868,234.33253966699704,237.326567832999,237.326567832999,237.326567832999,237.326567832999,4.006366458001139,239.88747679199878,8028,[0.03333333333333333],[-0.31],[1],[0],[0],[2.5515349170018453],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,6466,deviant,0.1,1200,6466,,,,,0,6,6,6,239.91207841700088,,,,,,,,,,,,,,,,,,,,,,,,239.88803654199728,239.91207841700088,240.89367654166224,240.89367654166224,240.91034095799841,243.8923677499988,243.8923677499988,243.8923677499988,243.8923677499988,4.005883290999918,247.20345649999945,6466,[0.03333333333333333],[-0.31],[1],[0],[0],[3.3093526250013383],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,8641,standard,0.9,800,8641,,,,,0,7,7,7,247.21655312499934,,,,,,,,,,,,,,,,,,,,,,,,247.20419574999687,247.21655312499934,248.2100997496639,248.2100997496639,248.21405620800215,251.20825137499924,251.20825137499924,251.20825137499924,251.20825137499924,4.005708749995392,254.66253179199703,8641,[0.03333333333333333],[-0.31],[1],[0],[0],[3.4525186250029947],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,4065,standard,0.9,800,4065,,,,,0,8,8,8,254.67355383299582,,,,,,,,,,,,,,,,,,,,,,,,254.66293708299781,254.67355383299582,255.66431179166491,255.66431179166491,255.66429675000109,258.66314283300017,258.66314283300017,258.66314283300017,258.66314283300017,4.001654667001276,261.4575482500004,4065,[0.03333333333333333],[-0.31],[1],[0],[0],[2.792649832997995],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,6882,standard,0.9,800,6882,,,,,0,9,9,9,261.47617820800224,,,,,,,,,,,,,,,,,,,,,,,,261.45969845799846,261.47617820800224,262.4601120836635,262.4601120836635,262.4639006669968,265.4580304170013,265.4580304170013,265.4580304170013,265.4580304170013,4.0002325829991605,267.8967568329972,6882,[0.03333333333333333],[-0.31],[1],[0],[0],[2.437028583000938],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,1426,standard,0.9,800,1426,,,,,0,10,10,10,267.910673958002,,,,,,,,,,,,,,,,,,,,,,,,267.8975672919987,267.910673958002,268.89944412466525,268.89944412466525,268.8973673329965,271.8967761669992,271.8967761669992,271.8967761669992,271.8967761669992,4.000761041002988,275.56253558299795,1426,[0.03333333333333333],[-0.31],[1],[0],[0],[3.6641130829957547],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,5608,standard,0.9,800,5608,,,,,0,11,11,11,275.5721365829959,,,,,,,,,,,,,,,,,,,,,,,,275.56298937500105,275.5721365829959,276.5642844586657,276.5642844586657,276.5640944170009,279.56312895799783,279.56312895799783,279.56312895799783,279.56312895799783,4.001631416998862,283.6860324169975,5608,[0.03333333333333333],[-0.31],[1],[0],[0],[4.12128366700199],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,6550,standard,0.9,800,6550,,,,,0,12,12,12,283.6965527079956,,,,,,,,,,,,,,,,,,,,,,,,283.6864577919987,283.6965527079956,284.69385737466314,284.69385737466314,284.6935917919982,287.6914192080003,287.6914192080003,287.6914192080003,287.6914192080003,4.006494458000816,294.48131245799595,7876,[0.03333333333333333],[-0.31],[1],[0],[0],[6.787993749996531],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,2156,standard,0.9,800,2156,,,,,0,13,13,13,294.51535100000183,,,,,,,,,,,,,,,,,,,,,,,,294.48228391700104,294.51535100000183,295.49341024966657,295.49341024966657,295.51012166700093,298.4882696669956,298.4765812080004,298.4765812080004,298.4765812080004,4.007531542003562,300.6036238750021,2156,[0.03333333333333333],[-0.31],[1],[0],[0],[2.113691792001191],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,8348,standard,0.9,800,8348,,,,,0,14,14,14,300.6153058330019,,,,,,,,,,,,,,,,,,,,,,,,300.604148917002,300.6153058330019,301.6101192496683,301.6101192496683,301.610068916998,304.6073827079963,304.6073827079963,304.6073827079963,304.6073827079963,4.004763832999743,308.0959742920022,8348,[0.03333333333333333],[-0.31],[1],[0],[0],[3.4869025830048486],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,3674,standard,0.9,800,3674,,,,,0,15,15,15,308.10578408299625,,,,,,,,,,,,,,,,,,,,,,,,308.096377666996,308.10578408299625,309.0992415836629,309.0992415836629,309.09710733300017,312.09680687500077,312.09680687500077,312.09680687500077,312.09680687500077,4.001886292004201,314.6857836249983,3674,[0.03333333333333333],[-0.31],[1],[0],[0],[2.5873399170013727],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,7951,deviant,0.1,1200,7951,,,,,0,16,16,16,314.69886033299554,,,,,,,,,,,,,,,,,,,,,,,,314.6861884579994,314.69886033299554,315.6934046246645,315.6934046246645,315.69716658299876,318.68867849999515,318.68867849999515,318.68867849999515,318.68867849999515,4.003970334000769,321.4128276670017,7951,[0.03333333333333333],[-0.31],[1],[0],[0],[2.7224420830025338],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,5401,standard,0.9,800,5401,,,,,0,17,17,17,321.42732187500224,,,,,,,,,,,,,,,,,,,,,,,,321.41331445799733,321.42732187500224,322.41415158366385,322.41415158366385,322.41404687499744,325.41254029199627,325.41254029199627,325.41254029199627,325.41254029199627,4.000715166999726,327.7361536669996,5401,[0.03333333333333333],[-0.31],[1],[0],[0],[2.3219770420037094],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,4436,standard,0.9,800,4436,,,,,0,18,18,18,327.74625804199604,,,,,,,,,,,,,,,,,,,,,,,,327.736571292,327.74625804199604,328.7433951246678,328.7433951246678,328.743532708002,331.74055954199866,331.74055954199866,331.74055954199866,331.74055954199866,4.0054394170001615,334.1959844169978,4436,[0.03333333333333333],[-0.31],[1],[0],[0],[2.453776582995488],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
,,,,,Divided,8430,standard,0.9,800,8430,,,,,0,19,19,19,334.2050669999953,,,,,,,,,,,,,,,,,,,,,,,,334.1963830829991,334.2050669999953,335.19974458366437,335.19974458366437,335.1972301249989,338.20522354199784,338.19350004199805,338.19350004199805,338.19350004199805,4.010307917000318,342.162975457999,8430,[0.03333333333333333],[-0.31],[1],[0],[0],[3.956134166997799],['text'],04,22,MALE,2024-11-28_16h11.14.101,attention,2024.1.5,None,2024-11-28 16h11.53.250568 +0530,
