staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,titl,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,1.5,10.0,15.368113167000004,,15.359291957999986,15.368113167000004,15.856966582999988,15.856966582999988,15.86038808299999,16.14419629199999,16.70933991700001,left,-10.0,0,0,0.8386771250000038,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
11,1.5,10.0,16.719168957999997,,16.709571957999984,16.719168957999997,17.207267708000003,17.207267708000003,17.21164416699999,17.49436737500001,18.613854791999998,right,10.0,1,1,1.401402208999997,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
12,1.5,10.0,18.62333358299999,,18.61401174999999,18.62333358299999,19.110362582999997,19.110362582999997,19.110362582999997,19.407044833,20.20941866700001,left,-10.0,1,1,1.0870196250000106,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
13,1.5,10.0,20.218716249999986,,20.209576041999995,20.218716249999986,20.70724783300001,20.70724783300001,20.711359374999986,20.994328957999997,21.72676191699999,right,10.0,0,0,1.006800333000001,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
14,1.5,10.0,21.73629129199999,,21.727000625000002,21.73629129199999,22.22370870799999,22.22370870799999,22.22718508300001,22.510599749999997,23.59266774999999,right,10.0,1,1,1.3637116660000004,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
15,1.5,10.0,23.602014667000006,,23.59282716700001,23.602014667000006,24.090448999999992,24.090448999999992,24.09515287500001,24.376544374999995,25.230510832999997,left,-10.0,0,0,1.134853708999998,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
16,1.5,10.0,25.23985633299999,,25.230683374999998,25.23985633299999,25.728816750000007,25.728816750000007,25.728816750000007,26.023698417000006,26.83014204199999,right,10.0,0,0,1.096617583000011,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
17,1.5,10.0,26.83982595799999,,26.8303035,26.83982595799999,27.328206624999993,27.328206624999993,27.328206624999993,27.623799457999993,28.609399124999996,right,10.0,1,1,1.2699578749999887,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
18,1.5,10.0,28.618920749999987,,28.609551875000008,28.618920749999987,29.10703787499999,29.10703787499999,29.111853208,29.394420041999993,30.059365999999997,right,10.0,0,0,0.9415725000000066,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
19,1.5,10.0,30.068831624999987,,30.059522416999997,30.068831624999987,30.55706608300001,30.55706608300001,30.560805416999997,30.844428167000004,31.39725558299999,right,10.0,1,1,0.8354485419999946,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
20,1.5,10.0,31.406654749999987,,31.397416500000006,31.406654749999987,31.894894207999997,31.894894207999997,31.894894207999997,32.194304291999984,33.29161900000001,right,10.0,0,0,1.3843587080000077,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
21,1.5,10.0,33.297278792,,33.291765458,33.297278792,33.790362624999986,33.790362624999986,33.794000207999986,34.07755279199999,35.075887707999996,left,-10.0,0,0,1.2736737919999825,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
22,1.5,10.0,35.085116125,,35.07605408299999,35.085116125,35.57401129200001,35.57401129200001,35.579226292,35.86045858300001,36.993005833,left,-10.0,0,0,1.413544332999976,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
23,1.5,10.0,37.002506749999995,,36.99317670800001,37.002506749999995,37.490298374999995,37.490298374999995,37.49373637500001,37.776516916999995,38.476200332999994,left,-10.0,0,0,0.97696020799998,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
24,1.5,10.0,38.482680041999984,,38.476336708000005,38.482680041999984,38.97357908299999,38.97357908299999,38.97704012499999,39.260515582999986,39.842747292,right,10.0,0,0,0.8625782919999949,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
25,1.5,10.0,39.85242649999999,,39.842924457999985,39.85242649999999,40.34035762500001,40.34035762500001,40.344495458,40.627253917000004,41.24283920800001,left,-10.0,0,0,0.8947557080000195,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
26,1.5,10.0,41.25235012500001,,41.24304679199999,41.25235012500001,41.740368291999985,41.740368291999985,41.74433858299999,42.02718508299999,42.709390124999985,right,10.0,0,0,0.9588080000000048,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
27,1.5,10.0,42.718707167000005,,42.70955479199999,42.718707167000005,43.207067957999996,43.207067957999996,43.21032874999999,43.493615625000004,44.425868083,left,-10.0,1,1,1.2151791659999844,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
28,1.5,10.0,44.435421167,,44.426073166999984,44.435421167,44.92403320800001,44.92403320800001,44.928572708000004,45.210189333,46.242704458000006,left,-10.0,0,0,1.308077666999992,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
29,1.5,10.0,46.252194375,,46.242865124999994,46.252194375,46.740545041999994,46.740545041999994,46.74508024999999,47.02629362500001,47.89267037500001,right,10.0,1,1,1.1384713749999946,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
30,1.5,10.0,47.90198500000001,,47.892827999999994,47.90198500000001,48.39035066699999,48.39035066699999,48.394356874999986,48.676986041999996,49.379210249999986,right,10.0,0,0,0.9848447919999899,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
31,1.5,10.0,49.389576875,,49.379384916999996,49.389576875,49.878148292000006,49.878148292000006,49.878148292000006,50.17368095799999,50.896634082999995,right,10.0,0,0,1.0146820829999967,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
32,1.5,10.0,50.90640441699999,,50.89680316699999,50.90640441699999,51.39548766699998,51.39548766699998,51.39548766699998,51.690541374999995,52.630117583,left,-10.0,1,1,1.2297808750000172,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
33,1.5,10.0,52.63978350000001,,52.63031095800001,52.63978350000001,53.129092166999996,53.129092166999996,53.129092166999996,53.46475258299999,54.19267133300001,right,10.0,1,1,1.0507793330000084,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
34,1.5,10.0,54.20053883300001,,54.192837958,54.20053883300001,54.69037837500001,54.69037837500001,54.69428683299999,54.977425999999994,55.69264883300001,left,-10.0,0,0,0.9914988329999801,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
35,1.5,10.0,55.70212762499999,,55.69281825,55.70212762499999,56.19045570799999,56.19045570799999,56.19436983300001,56.477194667000006,57.063924833,right,10.0,1,1,0.8688479999999856,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
36,1.5,10.0,57.073129917,,57.06409441699999,57.073129917,57.56043212499999,57.56043212499999,57.56043212499999,57.857073624999984,58.84668225,left,-10.0,1,1,1.282056707999999,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
37,1.5,10.0,58.85636529200001,,58.8468405,58.85636529200001,59.343789833,59.343789833,59.343789833,59.640404583000006,60.29738825,left,-10.0,0,0,0.9494992500000023,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
38,1.5,10.0,60.3067635,,60.297550208000004,60.3067635,60.79556616699999,60.79556616699999,60.79556616699999,61.09036687499999,61.99290008300001,right,10.0,1,1,1.1861328749999984,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
39,1.5,10.0,62.002930207999995,,61.99316624999999,62.002930207999995,62.49073474999999,62.49073474999999,62.49588445799999,62.77675079199999,63.358830166999994,right,10.0,0,0,0.8608635409999863,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
40,1.5,10.0,63.368242833,,63.35900612499999,63.368242833,63.85735525,63.85735525,63.862040042000004,64.14321216699999,64.72604249999999,right,10.0,1,1,0.8596640419999915,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
41,1.5,10.0,64.735376375,,64.726200333,64.735376375,65.22371812499999,65.22371812499999,65.2285725,65.510212875,66.309180958,right,10.0,0,0,1.0823440830000095,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
42,1.5,10.0,66.318285292,,66.309335458,66.318285292,66.807310208,66.807310208,66.81205820800001,67.093209542,67.99653554199999,left,-10.0,1,1,1.1849555409999937,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
43,1.5,10.0,68.00635691699999,,67.99668587500001,68.00635691699999,68.494088042,68.494088042,68.494088042,68.79034987499999,69.37608133299999,right,10.0,1,1,0.8738393330000065,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
44,1.5,10.0,69.38535154200001,,69.37624479200001,69.38535154200001,69.87360604199999,69.87360604199999,69.8771085,70.16017037499999,71.075002,right,10.0,0,0,1.193787250000014,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
45,1.5,10.0,71.08175816699999,,71.07513787500001,71.08175816699999,71.572958292,71.572958292,71.57707279200001,71.860473917,72.396053917,right,10.0,1,1,0.8186098749999928,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
46,1.5,10.0,72.406274458,,72.396211708,72.406274458,72.89033400000001,72.89033400000001,72.893763333,73.17769224999999,73.814344542,left,-10.0,0,0,0.9190792919999922,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
47,1.5,10.0,73.823609458,,73.81451441699998,73.823609458,74.31208037500001,74.31208037500001,74.31208037500001,74.60703633300001,75.42655087499999,right,10.0,0,0,1.1077799159999984,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
48,1.5,10.0,75.43643487499999,,75.426812083,75.43643487499999,75.92396279199998,75.92396279199998,75.927976042,76.210210583,76.830056917,right,10.0,0,0,0.9023050410000053,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
49,1.5,10.0,76.839810125,,76.830222208,76.839810125,77.32857879199999,77.32857879199999,77.32857879199999,77.62687370799999,78.129423542,right,10.0,1,1,0.7973736250000059,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
50,1.5,10.0,78.13947170799999,,78.12958620799999,78.13947170799999,78.62379733299998,78.62379733299998,78.627030667,78.910315042,79.813661625,right,10.0,1,1,1.1876181250000002,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
51,1,10.0,79.823126375,,79.813895208,79.823126375,80.31126854200001,80.31126854200001,80.31126854200001,80.60712733300001,81.40921679200001,left,-10.0,1,1,1.091451749999976,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
52,1,9.0,81.417500833,,81.40937637500001,81.417500833,81.906992958,81.906992958,81.91024316699999,82.19437566699999,82.692686875,left,-9.0,1,1,0.7768934169999966,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
53,1,9.0,82.70225387500001,,82.69287620799999,82.70225387500001,83.190802,83.190802,83.195658833,83.477267583,84.626020083,right,9.0,1,1,1.431196875000012,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
54,1,9.0,84.63535370800001,,84.626163833,84.63535370800001,85.123938833,85.123938833,85.129021667,85.41044933299999,85.997345167,right,9.0,1,1,0.870979540999997,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
55,0.5,8.0,86.00657608299998,,85.99752341700001,86.00657608299998,86.494602917,86.494602917,86.494602917,86.79036220799999,87.6927175,right,8.0,0,0,1.1853807500000073,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
56,0.5,8.5,87.70209924999999,,87.69296945800001,87.70209924999999,88.19067920799999,88.19067920799999,88.194820417,88.478089542,89.62602762499999,right,8.5,1,1,1.4301039169999967,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
57,0.5,8.5,89.635181583,,89.626181958,89.635181583,90.12378600000001,90.12378600000001,90.127880333,90.41106320799999,91.57623754199999,right,8.5,1,1,1.4391474579999795,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
58,0.5,8.5,91.586016875,,91.57646279199999,91.586016875,92.07373808300001,92.07373808300001,92.078741292,92.360795958,93.03039004200001,left,-8.5,1,1,0.954382417000005,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
59,0.5,8.0,93.03935025,,93.03063254199999,93.03935025,93.52773012499999,93.52773012499999,93.52773012499999,93.82381450000001,94.89251658299999,left,-8.0,1,1,1.3533421250000117,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
60,0.5,8.0,94.90173370800001,,94.89266479199999,94.90173370800001,95.390516208,95.390516208,95.39556749999998,95.67703354199999,96.83025987500001,right,8.0,0,0,1.4359282500000177,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
61,0.5,8.5,96.839718125,,96.830438417,96.839718125,97.327696958,97.327696958,97.327696958,97.623780792,98.82624399999999,right,8.5,1,1,1.4929561250000063,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
62,0.5,8.5,98.835499875,,98.82640166699998,98.835499875,99.32355062500001,99.32355062500001,99.326805375,99.61017837499999,100.526096125,left,-8.5,1,1,1.1919668339999987,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
63,0.5,8.5,100.53527487499998,,100.526283625,100.53527487499998,101.02364645799999,101.02364645799999,101.028276792,101.310271708,102.06291225,right,8.5,1,1,1.0353114170000026,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
64,0.5,8.0,102.07282324999998,,102.06309345800001,102.07282324999998,102.55696141700001,102.55696141700001,102.561564375,102.84379120799998,103.442563042,right,8.0,1,1,0.875390665999987,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
65,0.5,8.0,103.452123208,,103.44270966699999,103.452123208,103.94045983299999,103.94045983299999,103.945605042,104.226980667,104.84748362500001,right,8.0,1,1,0.901954499999988,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
66,0.5,8.0,104.856723917,,104.84765808299998,104.856723917,105.34528016699998,105.34528016699998,105.34528016699998,105.64417149999998,106.626035792,left,-8.0,0,0,1.2720209579999846,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
67,0.5,8.5,106.63545445799998,,106.62624525,106.63545445799998,107.12399708299999,107.12399708299999,107.128051375,107.410755167,108.29596191699999,right,8.5,0,0,1.1676757500000008,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
68,0.5,9.0,108.30625762499999,,108.29612770799999,108.30625762499999,108.79515795799999,108.79515795799999,108.79515795799999,109.09036083299999,110.092892833,right,9.0,0,0,1.2907718749999901,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
69,0.5,9.5,110.102230917,,110.09305266700001,110.102230917,110.59040029199998,110.59040029199998,110.595413083,110.877113,112.17968833299999,right,9.5,1,1,1.585895416999989,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
70,0.5,9.5,112.18940404199999,,112.17985608299999,112.18940404199999,112.678860917,112.678860917,112.678860917,112.976866958,113.742465333,left,-9.5,1,1,1.0511830840000016,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
71,0.5,9.5,113.75160125000001,,113.742619,113.75160125000001,114.240369417,114.240369417,114.24436183299999,114.52736237500001,116.45928625,left,-9.5,1,1,2.212721084000009,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
72,0.5,9.0,116.46885066699998,,116.459521417,116.46885066699998,116.95692212499999,116.95692212499999,116.96014745800001,117.244052792,117.712569292,left,-9.0,0,0,0.7525561250000123,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
73,0.5,9.5,117.722919,,117.712745417,117.722919,118.20711720799999,118.20711720799999,118.212344792,118.493666667,119.14166512499999,left,-9.5,1,1,0.9265862499999855,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
74,0.5,9.5,119.14874862500001,,119.141804042,119.14874862500001,119.63045512500001,119.63045512500001,119.643148375,119.92786349999999,120.463541917,right,9.5,1,1,0.8283197910000126,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
75,0.5,9.5,120.4728975,,120.46374629200001,120.4728975,120.96088545799999,120.96088545799999,120.96088545799999,121.257007333,122.193083292,right,9.5,0,0,1.2210520829999894,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
76,0.5,10.0,122.20275895799999,,122.193282,122.20275895799999,122.69057895799999,122.69057895799999,122.69470608299999,122.976729542,124.825814875,right,10.0,1,1,2.129936292000025,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
77,0.5,10.0,124.83481291700001,,124.82596324999999,124.83481291700001,125.32399299999999,125.32399299999999,125.328472958,125.61038254200001,126.54259037499999,left,-10.0,1,1,1.2150430410000013,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
78,0.5,10.0,126.55202949999999,,126.54274975,126.55202949999999,127.040372583,127.040372583,127.0441365,127.3276105,128.10966016700002,left,-10.0,0,0,1.0641859170000174,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
79,0.5,10.0,128.119426292,,128.10983058300002,128.119426292,128.60699775,128.60699775,128.611208917,128.893463833,130.04259658299998,left,-10.0,0,0,1.422200708000048,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
80,0.5,10.0,130.05211016700002,,130.042752,130.05211016700002,130.540413833,130.540413833,130.544256083,130.82755033299998,131.74562337499998,right,10.0,0,0,1.2030081670000072,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
81,0.5,10.0,131.75611162500002,,131.745789125,131.75611162500002,132.2404295,132.2404295,132.24371324999998,132.527826958,133.529743375,left,-10.0,1,1,1.2854297499999916,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
82,0.5,10.0,133.53947212499997,,133.52991125,133.53947212499997,134.02839445799998,134.02839445799998,134.02839445799998,134.32367804199998,135.014696667,right,10.0,1,1,0.9840705419999836,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
83,0.5,10.0,135.040705625,,135.01489283299998,135.040705625,135.513402042,135.513402042,135.52650775,135.81073295800002,136.44272291700003,left,-10.0,0,0,0.9193713750000256,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
84,0.5,10.0,136.45243800000003,,136.44287991700003,136.45243800000003,136.94056679200003,136.94056679200003,136.944701667,137.227002917,137.74247100000002,right,10.0,1,1,0.7917670830000247,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
85,0.5,10.0,137.75156654200003,,137.74262462500002,137.75156654200003,138.2403885,138.2403885,138.243678542,138.52690625000002,139.492625208,left,-10.0,0,0,1.2425799170000005,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
86,0.5,10.0,139.50214950000003,,139.492797667,139.50214950000003,139.990349417,139.990349417,139.99514295800003,140.27682754200004,141.025823042,right,10.0,0,0,1.0271371250000243,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
87,0.5,10.0,141.035152375,,141.02597387500003,141.035152375,141.523581542,141.523581542,141.526923,141.810425333,142.475839458,left,-10.0,0,0,0.938075208999976,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
88,0.5,10.0,142.48523195799999,,142.475993625,142.48523195799999,142.97376500000001,142.97376500000001,142.9771045,143.26057025,144.309157083,right,10.0,1,1,1.3316899170000056,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
89,0.5,10.0,144.31887141700003,,144.30931500000003,144.31887141700003,144.807037708,144.807037708,144.81102916700002,145.094574583,146.09256683300003,right,10.0,0,0,1.2765696670000466,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
90,0.5,10.0,146.10196520800002,,146.09272229200002,146.10196520800002,146.590268708,146.590268708,146.5941155,146.877082625,147.497329542,right,10.0,0,0,0.9019378339999662,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
91,0.5,10.0,147.506445375,,147.49748158300002,147.506445375,147.99386616700002,147.99386616700002,147.99386616700002,148.29039625000001,149.00937145800003,left,-10.0,1,1,1.0125135419999651,711001,001,2024-09-12_23h01.24.157,adaptive staircase 1,2024.1.5,None,2024-09-12 23h01.27.065743 +0530,
