staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,fixation.stopped,grating.started,key_resp.started,grating.stopped,trial.stopped,corrAns,titl,participant,session,date,expName,psychopyVersion,frameRate,expStart,
,,,0.008030042008613236,,0.0039777080091880634,0.008030042008613236,0.5476657079998404,0.5476657079998404,0.5476657079998404,0.8443495420069667,3.261003500010702,right,10.0,,,,,,,,
