staircase.thisTrialN,staircase.stepSize,staircase.intensity,thisRow.t,notes,trial.started,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,trial.stopped,corrAns,titl,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,expStart,
87,0.5,20.0,90.97457350000002,,90.96723908300001,90.97457350000002,91.46468300000001,91.46468300000001,91.468155916,,91.521222666,left,-20.0,1,1,0.05220399999998904,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
88,0.5,20.0,91.53123333300002,,91.52132658300002,91.53123333300002,92.01791045800002,92.01791045800002,92.01791045800002,,92.17009787500001,left,-20.0,1,1,0.15065787500000738,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
89,0.5,20.0,92.18148366600002,,92.17019645800002,92.18148366600002,92.66969766600002,92.66969766600002,92.66969766600002,,92.73634950000002,left,-20.0,1,1,0.06298295899998152,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
90,0.5,19.5,92.74816066600002,,92.73645325000001,92.74816066600002,93.23131595800001,93.23131595800001,93.235017,93.51846475000002,93.66685908300002,left,-19.5,1,1,0.42412562499998785,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
91,0.5,19.5,93.67406425000001,,93.66706400000001,93.67406425000001,94.16474233300002,94.16474233300002,94.16889908300001,,94.28312912500002,left,-19.5,0,0,0.11420149999997875,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
92,0.5,20.0,94.28935979100001,,94.283268666,94.28935979100001,94.78157408300001,94.78157408300001,94.78570100000002,,95.01699425000001,left,-20.0,1,1,0.22338633300000765,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
93,0.5,20.0,95.02545166600001,,95.01721,95.02545166600001,95.514794333,95.514794333,95.51865395800002,,95.69991316600002,left,-20.0,0,0,0.1750671249999982,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
94,0.5,20.0,95.70677045800002,,95.700055666,95.70677045800002,96.19811391600001,96.19811391600001,96.20246320800001,96.48527258300001,96.51662712500001,right,20.0,0,0,0.30802166699999134,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
95,0.5,20.0,96.524969333,,96.516814291,96.524969333,97.014808875,97.014808875,97.018709833,,97.18331437500001,left,-20.0,0,0,0.16247958399998197,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
96,0.5,20.0,97.190019041,,97.18344904100002,97.190019041,97.68127979100001,97.68127979100001,97.68706104100002,,97.85458170800001,left,-20.0,0,0,0.16838187499999435,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
97,0.5,20.0,97.864655083,,97.854682333,97.864655083,98.35117145800001,98.35117145800001,98.35117145800001,,98.36931216600001,left,-20.0,0,0,0.016171208000002935,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
98,0.5,20.0,98.38150166600002,,98.36941495800002,98.38150166600002,98.86807387500002,98.86807387500002,98.86807387500002,,98.88264287500002,right,20.0,1,1,0.004485875000000306,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
99,0.5,20.0,98.88842333300002,,98.88273729100001,98.88842333300002,99.37144395800001,99.37144395800001,99.38140879100001,,99.382604541,left,-20.0,0,0,0.004772000000002663,160213,001,2024-09-12_18h28.44.262,adaptive staircase 1,2024.1.5,None,2024-09-12 18h28.47.416558 +0530,
