trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
10,0,10,0,23.481595749999997,,23.46832916700032,5,23.481595749999997,23.481595749999997,0.008238375000019005,25.705275625000013,[0.235],[-0.48333333333333334],[1],[0],[0],[2.2290271670003676],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
11,0,11,0,25.720412874999965,,25.70754241700024,5,25.720412874999965,25.720412874999965,0.008011124999939057,27.598989459000222,[-0.425],[0.07166666666666667],[1],[0],[0],[1.88379254199981],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
12,0,12,0,27.614259375000074,,27.601346250000006,5,27.614259375000074,27.614259375000074,0.008209624999835796,29.588147124999978,[0.3616666666666667],[0.11666666666666667],[1],[0],[0],[1.978967792000276],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
13,0,13,0,29.60346141700029,,29.59044079200021,5,29.60346141700029,29.60346141700029,0.008026458000131242,31.28232724999998,[-0.04833333333333333],[0.37833333333333335],[1],[0],[0],[1.6842343330004041],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
14,0,14,0,31.297710250000364,,31.28466579199994,5,31.297710250000364,31.297710250000364,0.008171333000063896,33.13844666700015,[0.49166666666666664],[-0.155],[1],[0],[0],[1.8459832080002343],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
15,0,15,0,33.153788459000225,,33.14070345900018,5,33.153788459000225,33.153788459000225,0.00805279199994402,35.00491983400025,[-0.09833333333333333],[0.015],[1],[0],[0],[1.8565221250000832],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
16,0,16,0,35.02964608399998,,35.00723916700008,10,35.02964608399998,35.02964608399998,0.015561166999759735,36.83166420900034,[0.115],[-0.31666666666666665],[1],[0],[0],[1.8091497909999816],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
17,0,17,0,36.85517737500004,,36.83380720900004,10,36.85517737500004,36.85517737500004,0.014515041999857203,38.84868737500028,[0.32666666666666666],[-0.105],[1],[0],[0],[2.0006907500001034],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
18,0,18,0,38.86349695900026,,38.85084270900006,5,38.86349695900026,38.86349695900026,0.007923000000118918,40.62188220899998,[0.155],[0.023333333333333334],[1],[0],[0],[1.763463750000028],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
19,0,19,0,40.637133791999986,,40.62416962500038,5,40.637133791999986,40.637133791999986,0.00808099999994738,42.78236654200009,[-0.34],[0.16833333333333333],[1],[0],[0],[2.1504525000000285],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
20,0,20,0,42.80665358400029,,42.78466075000006,10,42.80665358400029,42.80665358400029,0.015067958999679831,45.79870250000022,[-0.305],[-0.105],[1],[0],[0],[2.9993533750002825],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
21,0,21,0,45.813680042000215,,45.800869417000285,5,45.813680042000215,45.813680042000215,0.007761249999930442,48.18242670900008,[0.04],[-0.4583333333333333],[1],[0],[0],[2.374152417000005],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
22,0,22,0,48.20664729200007,,48.18473437500006,10,48.20664729200007,48.20664729200007,0.015086082999914652,50.32306958400022,[-0.18666666666666668],[0.09166666666666666],[1],[0],[0],[2.123603290999654],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
23,0,23,0,50.346751792000305,,50.325269041999945,10,50.346751792000305,50.346751792000305,0.014625125000293338,53.024733459000345,[-0.37],[-0.37666666666666665],[1],[0],[0],[2.6850715840000703],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
24,0,24,0,53.04989266700022,,53.02702475000024,10,53.04989266700022,53.04989266700022,0.01591916699999274,54.65640779200021,[-0.09],[-0.13333333333333333],[1],[0],[0],[1.613759334000406],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
25,0,25,0,54.68008845900022,,54.65859716700015,10,54.68008845900022,54.68008845900022,0.014662333999694965,56.35654116700016,[-0.32],[0.06666666666666667],[1],[0],[0],[1.6836671659998501],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
26,0,26,0,56.38035741700014,,56.358746208999946,10,56.38035741700014,56.38035741700014,0.014636791999691923,58.072870459000114,[-0.08166666666666667],[0.21666666666666667],[1],[0],[0],[1.6998274589996072],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
27,0,27,0,58.09681095900032,,58.07510945900003,10,58.09681095900032,58.09681095900032,0.014648957999725098,59.565437167000255,[0.06666666666666667],[0.17666666666666667],[1],[0],[0],[1.4760547079999924],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
28,0,28,0,59.58020587500005,,59.56760029199995,5,59.58020587500005,59.58020587500005,0.007756999999855907,61.10554366700035,[-0.028333333333333332],[0.055],[1],[0],[0],[1.530442833000052],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
29,0,29,0,61.130006500000036,,61.10790170900009,10,61.130006500000036,61.130006500000036,0.015104500000234111,63.17278120900028,[-0.21],[-0.405],[1],[0],[0],[2.050111874999857],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
30,0,30,0,63.18766729200024,,63.17494654200027,5,63.18766729200024,63.18766729200024,0.007877666999775101,64.89893075000009,[-0.2866666666666667],[0.27166666666666667],[1],[0],[0],[1.7164450000000215],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
31,0,31,0,64.9142205420003,,64.9011746250003,5,64.9142205420003,64.9142205420003,0.00792787499995029,66.71572320900032,[0.37666666666666665],[0.46],[1],[0],[0],[1.8069802909999453],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
32,0,32,0,66.73990745900028,,66.71799950000013,10,66.73990745900028,66.73990745900028,0.014949750000141648,68.2149400000003,[0.3883333333333333],[0.29333333333333333],[1],[0],[0],[1.482337166000434],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
33,0,33,0,68.22999241700018,,68.21712412500028,5,68.22999241700018,68.22999241700018,0.007742415999928198,70.68203775000029,[0.27166666666666667],[-0.23333333333333334],[1],[0],[0],[2.4574857080001493],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
34,0,34,0,70.69732058399995,,70.68436008400022,5,70.69732058399995,70.69732058399995,0.008086916000138444,72.88862450000033,[0.14833333333333334],[-0.051666666666666666],[1],[0],[0],[2.1965596669997467],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
35,0,35,0,72.90366520900034,,72.8908797920003,5,72.90366520900034,72.90366520900034,0.007939124999666092,75.5151947090003,[0.34833333333333333],[0.15666666666666668],[1],[0],[0],[2.6167075829998794],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
36,0,36,0,75.53909975000033,,75.51750608400016,10,75.53909975000033,75.53909975000033,0.014757083999938914,77.06551695899998,[0.07666666666666666],[-0.08666666666666667],[1],[0],[0],[1.533625958000357],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
37,0,37,0,77.08033750000004,,77.06769058400005,5,77.08033750000004,77.08033750000004,0.00770329099987066,78.57216245900008,[0.19333333333333333],[0.21166666666666667],[1],[0],[0],[1.4970870000001923],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
38,0,38,0,78.65237379200016,,78.57449983400011,5,78.65237379200016,78.65237379200016,0.0724235839998073,80.15519433400004,[0.14666666666666667],[-0.14],[1],[0],[0],[1.5085858330003248],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
39,0,39,0,80.17039329199997,,80.15745316700031,5,80.17039329199997,80.17039329199997,0.00799179199975697,82.55507787500028,[0.30666666666666664],[0.15833333333333333],[1],[0],[0],[2.3899987080003484],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
40,0,40,0,82.57071274999998,,82.55745779200015,5,82.57071274999998,82.57071274999998,0.008193166000182828,84.46528041700003,[-0.13833333333333334],[0.465],[1],[0],[0],[1.9000042919997213],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
41,0,41,0,84.4807782920002,,84.467614959,5,84.4807782920002,84.4807782920002,0.008032583999920462,86.89920545900031,[0.455],[-0.47],[1],[0],[0],[2.423923208999895],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
42,0,42,0,86.91420104200006,,86.90145458400002,5,86.91420104200006,86.91420104200006,0.007977583999945637,88.83247600000004,[-0.015],[0.15166666666666667],[1],[0],[0],[1.9233704580001358],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
43,0,43,0,88.84791870900017,,88.8348148340001,5,88.84791870900017,88.84791870900017,0.008166917000380636,90.33868195900004,[0.215],[-0.265],[1],[0],[0],[1.4960891659998197],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
44,0,44,0,90.35389329200007,,90.34092774999999,5,90.35389329200007,90.35389329200007,0.008047207999879902,91.65522445900024,[0.29333333333333333],[-0.24333333333333335],[1],[0],[0],[1.3065682920000654],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
45,0,45,0,91.6792730420002,,91.65756141700012,10,91.6792730420002,91.6792730420002,0.014888333000271814,93.08992695899997,[0.30833333333333335],[0.14333333333333334],[1],[0],[0],[1.4178289999999834],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
46,0,46,0,93.11425891700037,,93.09211995900023,10,93.11425891700037,93.11425891700037,0.014899999999670399,94.7315507090002,[-0.11666666666666667],[0.14333333333333334],[1],[0],[0],[1.62484137499996],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
47,0,47,0,94.74647937500004,,94.7337523340002,5,94.74647937500004,94.74647937500004,0.007738291999885405,96.32185537500027,[0.4116666666666667],[-0.14333333333333334],[1],[0],[0],[1.580715582999801],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
48,0,48,0,96.3372276250002,,96.32413020900003,5,96.3372276250002,96.3372276250002,0.008019291999971756,97.88882025000021,[-0.37833333333333335],[0.26],[1],[0],[0],[1.5569761669999025],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
49,0,49,0,97.91326295900035,,97.8911215840003,10,97.91326295900035,97.91326295900035,0.014848415999949793,100.55624462500009,[0.17],[-0.12],[1],[0],[0],[2.6505968340002255],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
50,0,50,0,100.58024404200023,,100.55841083400037,10,100.58024404200023,100.58024404200023,0.014696582999931707,103.76544545900015,[0.065],[0.32],[1],[0],[0],[3.1926805830003104],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
51,0,51,0,103.78047329200035,,103.76763262500026,5,103.78047329200035,103.78047329200035,0.007895665999967605,105.55512487500027,[-0.31],[-0.355],[1],[0],[0],[1.7799390420000236],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
52,0,52,0,105.57035641700031,,105.55738625000004,5,105.57035641700031,105.57035641700031,0.007978917000400543,107.11538900000005,[0.0033333333333333335],[0.285],[1],[0],[0],[1.550347000000329],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
53,0,53,0,107.13942841700009,,107.11767325000028,10,107.13942841700009,107.13942841700009,0.014686250000067957,109.0731033750003,[-0.16666666666666666],[0.19166666666666668],[1],[0],[0],[1.9410776670001724],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
54,0,54,0,109.09702808400016,,109.07534191700006,10,109.09702808400016,109.09702808400016,0.014792208000017126,110.83165179200023,[-0.39],[0.4716666666666667],[1],[0],[0],[1.7418166249999558],[],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
55,0,55,0,110.85541487499995,,110.83385758400027,10,110.85541487499995,110.85541487499995,0.014611542000238842,113.47346537500016,[0.47833333333333333],[0.05333333333333334],[1],[0],[0],[2.625293083000088],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
56,0,56,0,113.48852241700024,,113.47570258400037,5,113.48852241700024,113.48852241700024,0.007869208000101935,115.85550754199994,[-0.23833333333333334],[0.03666666666666667],[1],[0],[0],[2.372271540999918],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
57,0,57,0,115.87092658400024,,115.85784629199998,5,115.87092658400024,115.87092658400024,0.008042208000006212,117.82193649999999,[-0.03666666666666667],[-0.36666666666666664],[1],[0],[0],[1.9564004590001787],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
58,0,58,0,117.837663625,,117.82421950000025,5,117.837663625,117.837663625,0.008085624999694119,119.37241412499998,[0.41],[0.06166666666666667],[1],[0],[0],[1.5404290420001416],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
59,0,59,0,119.38753104200032,,119.37467262500013,5,119.38753104200032,119.38753104200032,0.007950291999804904,121.24872570900015,[0.16],[0.415],[1],[0],[0],[1.8664151250000032],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
60,0,60,0,121.26418154200019,,121.25099112500038,5,121.26418154200019,121.26418154200019,0.007999666000159777,123.77218354200022,[-0.16],[-0.48833333333333334],[1],[0],[0],[2.5134953330002645],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
61,0,61,0,123.79670162499997,,123.77447195900004,10,123.79670162499997,123.79670162499997,0.015113041999939014,125.72314395900003,[0.44666666666666666],[0.44],[1],[0],[0],[1.9338952499997504],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
62,0,62,0,125.74753083400037,,125.72533337499999,10,125.74753083400037,125.74753083400037,0.014888167000208341,128.6993856250001,[-0.2683333333333333],[0.07166666666666667],[1],[0],[0],[2.959501833000104],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
63,0,63,0,128.72407679200023,,128.70162733400002,10,128.72407679200023,128.72407679200023,0.015187750000222877,130.30678204200012,[0.43],[0.4],[1],[0],[0],[1.5903048330001184],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
64,0,64,0,130.33082404200013,,130.30901970900004,10,130.33082404200013,130.33082404200013,0.014829833000021608,132.21490458400012,[-0.48333333333333334],[-0.18666666666666668],[1],[0],[0],[1.8914001660000395],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
65,0,65,0,132.23918070900027,,132.2170983750002,10,132.23918070900027,132.23918070900027,0.014726625000093918,134.7816820840003,[-0.46],[0.285],[1],[0],[0],[2.550202334000005],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
66,0,66,0,134.80594608399997,,134.78386387499995,10,134.80594608399997,134.80594608399997,0.014722959000209812,136.66570520899995,[-0.3933333333333333],[-0.455],[1],[0],[0],[1.8674627499999588],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
67,0,67,0,136.6898002500002,,136.6678937920001,10,136.6898002500002,136.6898002500002,0.014811916999860841,138.4826457920003,[-0.44],[0.08166666666666667],[1],[0],[0],[1.8002020410003752],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
68,0,68,0,138.500681,,138.48497629200028,5,138.500681,138.500681,0.008979041999737092,140.1054653340002,[0.10333333333333333],[-0.17333333333333334],[1],[0],[0],[1.6118465419999666],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
69,0,69,0,140.12110737500007,,140.10772850000012,5,140.12110737500007,140.12110737500007,0.008042875000228378,141.60547062500018,[-0.07833333333333334],[-0.26166666666666666],[1],[0],[0],[1.4900205839999217],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
70,0,70,0,141.629830459,,141.60773608399995,10,141.629830459,141.629830459,0.014878417000090849,144.24900979200038,[-0.135],[-0.15666666666666668],[1],[0],[0],[2.6267647500003477],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
71,0,71,0,144.26393774999997,,144.2511917920001,5,144.26393774999997,144.26393774999997,0.007746624999981577,146.08235237500003,[0.44666666666666666],[-0.25],[1],[0],[0],[1.823761249999734],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
72,0,72,0,146.1065934170001,,146.08457662499995,10,146.1065934170001,146.1065934170001,0.014767458000278566,148.50655295900015,[-0.2866666666666667],[-0.45166666666666666],[1],[0],[0],[2.407542166999974],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
73,0,73,0,148.52190025000027,,148.50872229200013,5,148.52190025000027,148.52190025000027,0.007941040999867255,150.22189258400022,[-0.041666666666666664],[-0.39666666666666667],[1],[0],[0],[1.705535250000139],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
74,0,74,0,150.23722512500035,,150.22418745899995,5,150.23722512500035,150.23722512500035,0.007881750000251486,152.8823765000002,[-0.425],[-0.42],[1],[0],[0],[2.650672792000023],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
75,0,75,0,152.90689366700008,,152.88464154200028,10,152.90689366700008,152.90689366700008,0.014961333999963244,156.3654724590001,[-0.22333333333333333],[-0.22666666666666666],[1],[0],[0],[3.4662381670000286],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
76,0,76,0,156.38065529200003,,156.3676692920003,5,156.38065529200003,156.38065529200003,0.007849042000088957,158.3719567090002,[-0.20333333333333334],[0.445],[1],[0],[0],[1.9967977910000627],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
77,0,77,0,158.3966625840003,,158.37429187500038,10,158.3966625840003,158.3966625840003,0.015243291999922803,161.1153330000002,[-0.18333333333333332],[-0.43333333333333335],[1],[0],[0],[2.7262020830003166],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
78,0,78,0,161.13054016700016,,161.11752437500036,5,161.13054016700016,161.13054016700016,0.007813208000243321,163.69911720900018,[0.20833333333333334],[-0.25166666666666665],[1],[0],[0],[2.574126707999767],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
79,0,79,0,163.72352445900015,,163.70139945900019,10,163.72352445900015,163.72352445900015,0.0148433749996002,166.1152776250001,[0.255],[0.4033333333333333],[1],[0],[0],[2.399422707999747],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
80,0,80,0,166.13949700000012,,166.11744829200006,10,166.13949700000012,166.13949700000012,0.014789958999699593,168.6899515,[-0.05],[-0.37833333333333335],[1],[0],[0],[2.558059250000042],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
81,0,81,0,168.70531579199996,,168.69214283400015,5,168.70531579199996,168.70531579199996,0.008168625000052998,170.29873745900022,[-0.09166666666666666],[-0.43666666666666665],[1],[0],[0],[1.5987294579999798],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
82,0,82,0,170.31393991699997,,170.300977375,5,170.31393991699997,170.31393991699997,0.007876333000240265,172.17238629200028,[0.085],[0.03333333333333333],[1],[0],[0],[1.8638432920001833],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
83,0,83,0,172.18798866700035,,172.17471133400022,5,172.18798866700035,172.18798866700035,0.008170874999905209,174.08897100000013,[0.09333333333333334],[-0.455],[1],[0],[0],[1.9064006670000708],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
84,0,84,0,174.11361991700005,,174.09126733400035,10,174.11361991700005,174.11361991700005,0.015034000000014203,175.7988021670003,[-0.11],[0.28833333333333333],[1],[0],[0],[1.6928795829999217],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
85,0,85,0,175.8228129590002,,175.8010142090002,10,175.8228129590002,175.8228129590002,0.014842125000086526,177.689885625,[0.03333333333333333],[0.2783333333333333],[1],[0],[0],[1.8744017090002671],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
86,0,86,0,177.71390954200024,,177.6921405420003,10,177.71390954200024,177.71390954200024,0.014737499999682768,180.57326020900018,[0.31666666666666665],[-0.14166666666666666],[1],[0],[0],[2.866696999999931],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
