trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,trial.started,num_distr,fixation.started,target.started,mouse.started,trial.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,participant,session,date,expName,psychopyVersion,frameRate,expStart,
87,0,87,0,180.5884443750001,,180.57552816700036,5,180.5884443750001,180.5884443750001,0.007931416000246827,182.13879570900008,[0.2683333333333333],[-0.02],[1],[0],[0],[1.5557009160002053],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
88,0,88,0,182.16289733400026,,182.14108883400013,10,182.16289733400026,182.16289733400026,0.014858417000141344,184.45695995899996,[-0.2916666666666667],[0.4],[1],[0],[0],[2.3013472910001838],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
89,0,89,0,184.48149041700026,,184.45926025000017,10,184.48149041700026,184.48149041700026,0.015060000000175933,186.1156672090001,[0.36],[0.32166666666666666],[1],[0],[0],[1.6417298749997826],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
90,0,90,0,186.13061795900012,,186.11785995900027,5,186.13061795900012,186.13061795900012,0.007804458999999042,187.86572212500005,[0.16333333333333333],[-0.37],[1],[0],[0],[1.7404017920002843],[],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
91,0,91,0,187.88093583399996,,187.86800283399998,5,187.88093583399996,187.88093583399996,0.007982666999851062,191.61596400000008,[-0.43333333333333335],[-0.3983333333333333],[1],[0],[0],[3.7403245840000636],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
92,0,92,0,191.63142433400026,,191.61831829200037,5,191.63142433400026,191.63142433400026,0.007980040999882476,193.54903479200038,[0.3983333333333333],[0.36833333333333335],[1],[0],[0],[1.923107957999946],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
93,0,93,0,193.5741213340002,,193.5513788340004,10,193.5741213340002,193.5741213340002,0.015576750000036554,195.02321683400032,[-0.29833333333333334],[0.15666666666666668],[1],[0],[0],[1.4566521250003461],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
94,0,94,0,195.03843262500004,,195.02545254200004,5,195.03843262500004,195.03843262500004,0.00794504199984658,196.632641875,[0.34833333333333333],[0.04],[1],[0],[0],[1.599560332999772],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
95,0,95,0,196.64803429200037,,196.63490629200032,5,196.64803429200037,196.64803429200037,0.00789783299978808,198.63279783400003,[0.265],[0.10666666666666667],[1],[0],[0],[1.9903760420002072],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
96,0,96,0,198.6484324590001,,198.63516616700008,5,198.6484324590001,198.6484324590001,0.008186292000118556,200.42210466699999,[-0.10666666666666667],[-0.35],[1],[0],[0],[1.7790901250000388],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
97,0,97,0,200.43755850000025,,200.4243523340001,5,200.43755850000025,200.43755850000025,0.008025791000363824,202.05567429200028,[-0.04],[-0.03],[1],[0],[0],[1.623612249999951],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
98,0,98,0,202.079904875,,202.05793949999997,10,202.079904875,202.079904875,0.014860582999972394,203.93220250000013,[-0.28833333333333333],[0.07166666666666667],[1],[0],[0],[1.8597713340000155],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
99,0,99,0,203.94749504200036,,203.934375584,5,203.94749504200036,203.94749504200036,0.008046915999784687,206.18268112500027,[0.215],[-0.145],[1],[0],[0],[2.2405834579999464],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
100,0,100,0,206.1979577090001,,206.18498887500027,5,206.1979577090001,206.1979577090001,0.007930290999865974,208.05542641700004,[-0.19333333333333333],[-0.305],[1],[0],[0],[1.8628114999996797],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
101,0,101,0,208.07980687500003,,208.05774766700006,10,208.07980687500003,208.07980687500003,0.014848709000034432,209.79867475000037,[0.38166666666666665],[0.2683333333333333],[1],[0],[0],[1.7264168750002682],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
102,0,102,0,209.8225037090001,,209.80084620900016,10,209.8225037090001,209.8225037090001,0.0146389999999883,211.15658762500016,[0.46],[0.11666666666666667],[1],[0],[0],[1.3414224170001035],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
103,0,103,0,211.171809167,,211.15875700000015,5,211.171809167,211.171809167,0.00789870799962955,212.7823504170001,[-0.17833333333333334],[-0.18],[1],[0],[0],[1.6160400000003392],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
104,0,104,0,212.80628608400002,,212.78463250000004,10,212.80628608400002,212.80628608400002,0.014730332999988605,214.5654047920002,[0.3466666666666667],[0.44666666666666666],[1],[0],[0],[1.766420707999714],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
105,0,105,0,214.5893084170002,,214.56756083400023,10,214.5893084170002,214.5893084170002,0.014737584000158677,215.85645445900036,[0.44],[0.4266666666666667],[1],[0],[0],[1.27450458300018],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
106,0,106,0,215.871541084,,215.85868550000032,5,215.871541084,215.871541084,0.007907083999725728,219.2555359170001,[-0.3983333333333333],[-0.18666666666666668],[1],[0],[0],[3.3892739580001034],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
107,0,107,0,219.2797139170002,,219.2577932500003,10,219.2797139170002,219.2797139170002,0.014818541000295227,222.3898704170001,[-0.21],[-0.335],[1],[0],[0],[3.117566958000225],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
108,0,108,0,222.40516162500035,,222.3920666670001,5,222.40516162500035,222.40516162500035,0.00793645799967635,224.68891212500012,[0.38333333333333336],[-0.33166666666666667],[1],[0],[0],[2.28917383299995],[],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
109,0,109,0,224.7131756670001,,224.6911663750002,10,224.7131756670001,224.7131756670001,0.014847666999685316,227.323009792,[-0.42333333333333334],[0.255],[1],[0],[0],[2.617329874999996],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
110,0,110,0,227.3469865840002,,227.32524108400003,10,227.3469865840002,227.3469865840002,0.014760208000097919,230.38223854200032,[-0.49333333333333335],[-0.18333333333333332],[1],[0],[0],[3.0425977089998923],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
111,0,111,0,230.39740712499997,,230.38442966699995,5,230.39740712499997,230.39740712499997,0.007910833999630995,233.7992830840003,[0.235],[-0.4816666666666667],[1],[0],[0],[3.4072873750001236],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
112,0,112,0,233.8238257500002,,233.80157220900037,10,233.8238257500002,233.8238257500002,0.015025874999992084,235.6744825840001,[-0.28833333333333333],[0.38333333333333336],[1],[0],[0],[1.8582006669998918],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
113,0,113,0,235.69901737500004,,235.67680929200014,10,235.69901737500004,235.69901737500004,0.014978415999848949,238.55678987500005,[0.16666666666666666],[0.43166666666666664],[1],[0],[0],[2.8653493749998233],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
114,0,114,0,238.5813951670002,,238.55906291700012,10,238.5813951670002,238.5813951670002,0.015103708999959053,239.94881683400035,[0.31],[-0.12333333333333334],[1],[0],[0],[1.3750343749998137],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
115,0,115,0,239.96383074999994,,239.95099879200006,5,239.96383074999994,239.96383074999994,0.007834167000055459,241.18879662500012,[0.021666666666666667],[0.4266666666666667],[1],[0],[0],[1.2302760000002309],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
116,0,116,0,241.20434983400037,,241.19109312499995,5,241.20434983400037,241.20434983400037,0.007997665999937453,243.4553836670002,[0.20333333333333334],[0.36833333333333335],[1],[0],[0],[2.2566834590002145],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
117,0,117,0,243.47996329200032,,243.4575950000003,10,243.47996329200032,243.47996329200032,0.015030334000130097,244.973553584,[-0.22166666666666668],[0.36],[1],[0],[0],[1.5012799159999304],[],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
118,0,118,0,244.98906966699997,,244.97578220900004,5,244.98906966699997,244.98906966699997,0.008087832999990496,248.7988478340003,[0.32],[-0.38166666666666665],[1],[0],[0],[3.8152958750001744],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
119,0,119,0,248.81462841700022,,248.80118370900027,5,248.81462841700022,248.81462841700022,0.008105416000034893,251.49907683400033,[-0.38666666666666666],[0.185],[1],[0],[0],[2.69014370900004],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
120,0,120,0,251.52355962499996,,251.50139695899998,10,251.52355962499996,251.52355962499996,0.0148085410000931,252.87312954200024,[-0.16333333333333333],[0.19],[1],[0],[0],[1.357290416000069],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
121,0,121,0,252.8883282500001,,252.87532087499994,5,252.8883282500001,252.8883282500001,0.007955000000038126,254.39941520900038,[-0.051666666666666666],[0.37333333333333335],[1],[0],[0],[1.5164440419998755],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
122,0,122,0,254.41481125000018,,254.4016767500002,5,254.41481125000018,254.41481125000018,0.008014042000013433,257.2388285420002,[-0.17],[-0.21],[1],[0],[0],[2.829475999999886],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
123,0,123,0,257.2541120000001,,257.24113829199996,5,257.2541120000001,257.2541120000001,0.007935083999655035,259.1320987500003,[0.19666666666666666],[0.25],[1],[0],[0],[1.8833046250001644],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
124,0,124,0,259.1567295,,259.1343793340002,10,259.1567295,259.1567295,0.01519108300044536,261.0897065000004,[-0.12166666666666667],[-0.08333333333333333],[1],[0],[0],[1.9405140419999043],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
125,0,125,0,261.1141163340003,,261.0919105840003,10,261.1141163340003,261.1141163340003,0.014912083000126586,262.6064687920002,[0.13666666666666666],[0.405],[1],[0],[0],[1.4999567079998997],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
126,0,126,0,262.62171549999994,,262.608671209,5,262.62171549999994,262.62171549999994,0.008012457999939215,264.2821154590001,[-0.075],[-0.4033333333333333],[1],[0],[0],[1.6657685830000446],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
127,0,127,0,264.297663542,,264.2844245420001,5,264.297663542,264.297663542,0.00808104199995796,265.5720751670001,[0.12666666666666668],[0.04666666666666667],[1],[0],[0],[1.2799002909996489],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
128,0,128,0,265.59652779199996,,265.5743502090004,10,265.59652779199996,265.59652779199996,0.01487924999992174,268.8397436250002,[0.415],[-0.021666666666666667],[1],[0],[0],[3.250836917000015],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
129,0,129,0,268.8549357090001,,268.8419596670001,5,268.8549357090001,268.8549357090001,0.007917625000118278,270.63246075000006,[0.06333333333333334],[0.09166666666666666],[1],[0],[0],[1.7829395829999157],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
130,0,130,0,270.6563395000003,,270.6347443750001,10,270.6563395000003,270.6563395000003,0.01472737500034782,273.448212709,[0.4766666666666667],[0.355],[1],[0],[0],[2.799101624999821],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
131,0,131,0,273.47238291700023,,273.450382,10,273.47238291700023,273.47238291700023,0.014810790999945311,275.8231379590002,[-0.3516666666666667],[0.10333333333333333],[1],[0],[0],[2.3582866249998915],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
132,0,132,0,275.84723254200026,,275.8253144590003,10,275.84723254200026,275.84723254200026,0.014908833000390587,277.531616667,[0.075],[0.45],[1],[0],[0],[1.6916954589996749],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
133,0,133,0,277.55553612500034,,277.53377479200026,10,277.55553612500034,277.55553612500034,0.01469429200005834,279.03982191700015,[-0.13],[0.33666666666666667],[1],[0],[0],[1.4916767919999074],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
134,0,134,0,279.055310834,,279.04210337500035,5,279.055310834,279.055310834,0.00793741699999373,281.7993120420001,[0.051666666666666666],[-0.485],[1],[0],[0],[2.749607291000302],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
135,0,135,0,281.814669417,,281.80163470900015,5,281.814669417,281.814669417,0.008023832999697333,283.7325792920001,[0.19666666666666666],[-0.051666666666666666],[1],[0],[0],[1.9232527920003122],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
136,0,136,0,283.7573472920003,,283.73487483400004,10,283.7573472920003,283.7573472920003,0.01520387499977005,285.339812875,[0.056666666666666664],[0.18333333333333332],[1],[0],[0],[1.590060249999624],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
137,0,137,0,285.3636136670002,,285.34201662500027,10,285.3636136670002,285.3636136670002,0.014629874999627646,287.656470292,[-0.435],[0.24666666666666667],[1],[0],[0],[2.3001664999997047],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
138,0,138,0,287.6804111250003,,287.65866262500003,10,287.6804111250003,287.6804111250003,0.014752416999726847,289.0988137920003,[-0.4033333333333333],[0.38666666666666666],[1],[0],[0],[1.4257546249996267],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
139,0,139,0,289.11424616700015,,289.1010462920003,5,289.11424616700015,289.11424616700015,0.007895458999882976,290.17189729200027,[-0.3466666666666667],[0.41833333333333333],[1],[0],[0],[1.0633200830002352],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
140,0,140,0,290.1959031670003,,290.1741833750002,10,290.1959031670003,290.1959031670003,0.014734332999978506,292.18977895900025,[-0.2783333333333333],[0.38666666666666666],[1],[0],[0],[2.0011882500002685],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
141,0,141,0,292.21409658400034,,292.1919909590001,10,292.21409658400034,292.21409658400034,0.014790041000196652,294.04917079200004,[-0.45666666666666667],[-0.08333333333333333],[1],[0],[0],[1.8427395000003344],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
142,0,142,0,294.06410458400023,,294.05137837500024,5,294.06410458400023,294.06410458400023,0.007769708000068931,295.66541154200013,[0.325],[-0.0033333333333333335],[1],[0],[0],[1.6065989999997328],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
143,0,143,0,295.68065620900006,,295.66765137500033,5,295.68065620900006,295.68065620900006,0.007774749999953201,297.7652615420002,[-0.32],[0.46],[1],[0],[0],[2.0901577079998788],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
144,0,144,0,297.78947504200005,,297.76751241700003,10,297.78947504200005,297.78947504200005,0.014876249999815627,299.82323325000016,[-0.07],[-0.30333333333333334],[1],[0],[0],[2.041181250000136],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
145,0,145,0,299.8385225840002,,299.82544933400004,5,299.8385225840002,299.8385225840002,0.007917707999695267,301.1991078750002,[0.023333333333333334],[0.14833333333333334],[1],[0],[0],[1.366089500000271],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
146,0,146,0,301.21424266700024,,301.20135583399997,5,301.21424266700024,301.21424266700024,0.007887458999903174,302.9222815000003,[-0.11333333333333333],[0.23666666666666666],[1],[0],[0],[1.7133948749997217],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
147,0,147,0,302.9463902090001,,302.92458720900004,10,302.9463902090001,302.9463902090001,0.014823917000285292,305.0730705420001,[0.3566666666666667],[0.29333333333333333],[1],[0],[0],[2.134030832999997],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
148,0,148,0,305.09718620900003,,305.075340459,10,305.09718620900003,305.09718620900003,0.014614375000292057,310.106748875,[-0.25333333333333335],[0.4816666666666667],[1],[0],[0],[5.0171165000001565],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
149,0,149,0,310.1311605420001,,310.1089602920001,10,310.1311605420001,310.1311605420001,0.014858541999728914,312.96567808400005,[0.16833333333333333],[0.4033333333333333],[1],[0],[0],[2.8422116249998908],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
150,0,150,0,312.98090845900015,,312.967894417,5,312.98090845900015,312.98090845900015,0.008046458000080747,314.449277875,[-0.4266666666666667],[0.14166666666666666],[1],[0],[0],[1.4737009999998918],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
151,0,151,0,314.47350062500027,,314.45160083400015,10,314.47350062500027,314.47350062500027,0.014812207999966631,316.72315237500015,[0.43],[-0.45166666666666666],[1],[0],[0],[2.257075917000293],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
152,0,152,0,316.7475866670002,,316.7253624590003,10,316.7475866670002,316.7475866670002,0.014871500000026572,319.2738931250001,[-0.09666666666666666],[0.37166666666666665],[1],[0],[0],[2.5339938329998404],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
153,0,153,0,319.2988593750001,,319.27621666699997,10,319.2988593750001,319.2988593750001,0.015513915999690653,321.4483771250002,[-0.09333333333333334],[-0.35],[1],[0],[0],[2.156976165999822],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
154,0,154,0,321.47237333400017,,321.45060608400036,10,321.47237333400017,321.47237333400017,0.014630041000145866,323.1321102920001,[-0.3983333333333333],[0.14333333333333334],[1],[0],[0],[1.6672331659997326],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
155,0,155,0,323.14717658400014,,323.1342912500004,5,323.14717658400014,323.14717658400014,0.007743749999917782,324.5320166250003,[-0.49],[0.2866666666666667],[1],[0],[0],[1.3903155000002698],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
156,0,156,0,324.555913875,,324.5342335,10,324.555913875,324.555913875,0.014685457999803475,327.9897583750003,[0.37833333333333335],[-0.3383333333333333],[1],[0],[0],[3.441203250000399],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
157,0,157,0,328.01405862499996,,327.99199675,10,328.01405862499996,328.01405862499996,0.0150515830000586,329.61551720900025,[-0.365],[0.4583333333333333],[1],[0],[0],[1.6088390419999996],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
158,0,158,0,329.63043237500005,,329.61768158400037,5,329.63043237500005,329.63043237500005,0.007795917000294139,330.91590295900005,[-0.11666666666666667],[0.3616666666666667],[1],[0],[0],[1.2907583749997684],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
159,0,159,0,330.9309257920004,,330.91813600000023,5,330.9309257920004,330.9309257920004,0.007845500000257744,333.7819475000001,[0.008333333333333333],[0.48],[1],[0],[0],[2.8563122909999947],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
160,0,160,0,333.79723816700016,,333.784213292,5,333.79723816700016,333.79723816700016,0.007854832999782957,335.488697625,[0.3933333333333333],[-0.49666666666666665],[1],[0],[0],[1.6969600830002491],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
161,0,161,0,335.50392045900026,,335.490955667,5,335.50392045900026,335.50392045900026,0.007876957999997103,337.131908542,[0.085],[-0.4083333333333333],[1],[0],[0],[1.6334370829999898],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
162,0,162,0,337.1470615420003,,337.13422812499994,5,337.1470615420003,337.1470615420003,0.007842999999866151,339.33869066700026,[0.445],[-0.30666666666666664],[1],[0],[0],[2.1969527500000368],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
163,0,163,0,339.362800459,,339.340950542,10,339.362800459,339.362800459,0.014816166999935376,341.24874933399997,[-0.4583333333333333],[-0.48833333333333334],[1],[0],[0],[1.8933508330001132],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
164,0,164,0,341.26388625000027,,341.25093729200034,5,341.26388625000027,341.26388625000027,0.00788345900036802,343.22211745899995,[-0.12666666666666668],[0.465],[1],[0],[0],[1.9636168749998433],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
165,0,165,0,343.23792070900026,,343.22445341699995,5,343.23792070900026,343.23792070900026,0.008203958999729366,344.55534829199996,[-0.34833333333333333],[0.4033333333333333],[1],[0],[0],[1.3230235420001009],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
166,0,166,0,344.5794145,,344.5575919170001,10,344.5794145,344.5794145,0.014768499999718188,346.01487700000007,[0.09833333333333333],[0.19333333333333333],[1],[0],[0],[1.4428545420000773],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
167,0,167,0,346.0301235840002,,346.01715575000026,5,346.0301235840002,346.0301235840002,0.007870667000133835,347.6827786670001,[0.06833333333333333],[-0.36],[1],[0],[0],[1.6580961250001565],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
168,0,168,0,347.69799037500024,,347.6850260840001,5,347.69799037500024,347.69799037500024,0.007743749999917782,349.3325180420002,[-0.32666666666666666],[0.21],[1],[0],[0],[1.640120124999612],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
169,0,169,0,349.35674341699996,,349.33484754200026,10,349.35674341699996,349.35674341699996,0.014772209000057046,352.1232207920002,[0.3466666666666667],[-0.13],[1],[0],[0],[2.7739848329997585],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
170,0,170,0,352.138743084,,352.12549370900024,5,352.138743084,352.138743084,0.00790895799991631,354.032485875,[0.36666666666666664],[-0.41833333333333333],[1],[0],[0],[1.899447291999877],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
171,0,171,0,354.047961792,,354.03470425000023,5,354.047961792,354.047961792,0.007897625000168773,355.972261334,[-0.17166666666666666],[-0.255],[1],[0],[0],[1.929989833000036],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
172,0,172,0,355.98768429200027,,355.9745336250003,5,355.98768429200027,355.98768429200027,0.008027374999983294,357.87194879200024,[-0.345],[-0.475],[1],[0],[0],[1.8897187090001353],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
173,0,173,0,357.8872542500003,,357.8742271250003,5,357.8872542500003,357.8872542500003,0.00809958399986499,360.5554551250002,[0.3616666666666667],[0.105],[1],[0],[0],[2.6734894999999597],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
174,0,174,0,360.57962262499996,,360.5577335840003,10,360.57962262499996,360.57962262499996,0.014664166999864392,362.1400383340001,[-0.48833333333333334],[0.195],[1],[0],[0],[1.567966707999858],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
175,0,175,0,362.15537391700036,,362.1422567090003,5,362.15537391700036,362.15537391700036,0.007969792000039888,364.24915483400036,[0.21833333333333332],[0.23],[1],[0],[0],[2.0992833330001304],['target'],330532,001,2024-10-10_22h10.13.287,visual search task ,2024.1.5,None,2024-10-10 22h10.18.473051 +0530,
