5.6272 	DEBUG 	Fullscreen settings ignored as running in pilot mode.
5.6281 	INFO 	Loaded monitor calibration from ['2024_08_08 22:40']
5.8672 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, backgroundFit=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff602237940>, backgroundImage=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff6022378e0>, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x7ff6022376d0>, gamma=None, gammaErrorPolicy='raise', infoMsg=UNKNOWN, lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x7ff603aedbe0>, multiSample=False, name='window1', numSamples=2, pos=[520.0, 300.0], screen=0, size=array([1600, 1200]), stencilBits=0, stereo=False, title='PsychoPy', units='height', useFBO=True, useRetina=True, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
5.8672 	EXP 	window1: backgroundImage = ''
5.8672 	EXP 	window1: backgroundFit = 'none'
5.8674 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7ff602237a60>
5.8676 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7ff602237a60>
5.8699 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7ff602237a60>
5.8703 	EXP 	window1: mouseVisible = <method-wrapper '__getattribute__' of attributeSetter object at 0x7ff602237a60>
5.8783 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8788 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8794 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8801 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8807 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8810 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8815 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8823 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8826 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8828 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8833 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8838 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8843 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8848 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8853 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8858 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8863 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8866 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8868 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8876 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
5.8880 	DEBUG 	TextBox2 loaded 1 chars with 0 blanks and 1 valid
